# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0146,BCL2,compound,0.5,0.16,0.595,6,0.744,0.916,PLATE_011,PROF_D0146_BCL2_0p5
JCP2022_RND0301,ATP5F1A,compound,0.5,0.3,0.332,5,0.394,1.552,PLATE_014,PROF_D0301_ATP5F1A_0p5
JCP2022_RND0586,UQCRC1,compound,0.5,0.105,0.584,7,0.357,-1.242,PLATE_016,PROF_D0586_UQCRC1_0p5
JCP2022_RND0538,BCL2,compound,5.0,0.244,0.25,5,0.542,0.559,PLATE_007,PROF_D0538_BCL2_5p0
JCP2022_RND0295,TP53,compound,0.5,0.094,0.508,5,0.558,-1.505,PLATE_007,PROF_D0295_TP53_0p5
JCP2022_RND0448,NDUFS2,compound,0.5,0.656,0.398,7,0.746,0.045,PLATE_017,PROF_D0448_NDUFS2_0p5
JCP2022_RND0787,UQCRC1,compound,0.5,0.685,0.424,6,0.603,-0.369,PLATE_015,PROF_D0787_UQCRC1_0p5
JCP2022_RND0034,UQCRC1,compound,5.0,0.191,0.568,4,0.584,-0.074,PLATE_019,PROF_D0034_UQCRC1_5p0
JCP2022_RND0724,HDAC1,compound,5.0,0.478,0.134,7,0.512,-1.839,PLATE_007,PROF_D0724_HDAC1_5p0
JCP2022_RND0569,HDAC1,compound,0.5,0.463,0.635,7,0.791,-2.179,PLATE_018,PROF_D0569_HDAC1_0p5
JCP2022_RND0068,NDUFA9,compound,5.0,0.36,0.243,8,0.839,0.909,PLATE_013,PROF_D0068_NDUFA9_5p0
JCP2022_RND0506,PIK3CA,compound,0.5,0.347,0.144,7,0.485,0.816,PLATE_001,PROF_D0506_PIK3CA_0p5
JCP2022_RND0307,BRD4,compound,0.5,0.325,0.281,6,0.862,-1.675,PLATE_010,PROF_D0307_BRD4_0p5
JCP2022_RND0816,MTOR,compound,5.0,0.502,0.31,7,0.549,-2.13,PLATE_006,PROF_D0816_MTOR_5p0
JCP2022_RND0109,BRD4,compound,0.5,0.547,0.494,6,0.712,-1.871,PLATE_003,PROF_D0109_BRD4_0p5
JCP2022_RND0807,ATP5F1A,compound,5.0,0.317,0.242,6,0.593,-2.1,PLATE_009,PROF_D0807_ATP5F1A_5p0
JCP2022_RND0828,PIK3CA,compound,0.5,0.248,0.473,8,0.817,0.907,PLATE_011,PROF_D0828_PIK3CA_0p5
JCP2022_RND0247,UQCRC1,compound,0.5,0.333,0.129,8,0.879,-1.386,PLATE_001,PROF_D0247_UQCRC1_0p5
JCP2022_RND0673,PIK3CA,compound,5.0,0.192,0.106,5,0.52,1.04,PLATE_001,PROF_D0673_PIK3CA_5p0
JCP2022_RND0851,PIK3CA,compound,5.0,0.628,0.513,6,0.588,-2.077,PLATE_018,PROF_D0851_PIK3CA_5p0
JCP2022_RND0691,NDUFS2,compound,0.5,0.32,0.506,5,0.722,-1.194,PLATE_005,PROF_D0691_NDUFS2_0p5
JCP2022_RND0116,BCL2,compound,5.0,0.711,0.251,7,0.601,0.882,PLATE_024,PROF_D0116_BCL2_5p0
JCP2022_RND0504,NDUFA9,compound,0.5,0.608,0.106,4,0.479,-1.833,PLATE_022,PROF_D0504_NDUFA9_0p5
JCP2022_RND0735,NDUFS2,compound,5.0,0.408,0.496,7,0.813,0.057,PLATE_003,PROF_D0735_NDUFS2_5p0
JCP2022_RND0864,PIK3CA,compound,0.5,0.529,0.562,5,0.83,1.733,PLATE_004,PROF_D0864_PIK3CA_0p5
JCP2022_RND0605,BCL2,compound,0.5,0.559,0.393,6,0.876,0.912,PLATE_015,PROF_D0605_BCL2_0p5
JCP2022_RND0201,TOMM20,compound,5.0,0.322,0.49,6,0.618,2.399,PLATE_001,PROF_D0201_TOMM20_5p0
JCP2022_RND0030,NDUFS2,compound,0.5,0.367,0.566,7,0.36,-1.22,PLATE_005,PROF_D0030_NDUFS2_0p5
JCP2022_RND0363,HDAC1,compound,0.5,0.56,0.633,4,0.52,-2.177,PLATE_021,PROF_D0363_HDAC1_0p5
JCP2022_RND0052,ATP5F1A,compound,0.5,0.24,0.299,7,0.355,-1.442,PLATE_020,PROF_D0052_ATP5F1A_0p5
JCP2022_RND0290,ATP5F1A,compound,5.0,0.45,0.18,5,0.624,0.19,PLATE_006,PROF_D0290_ATP5F1A_5p0
JCP2022_RND0662,HDAC1,compound,5.0,0.681,0.173,7,0.364,-0.351,PLATE_013,PROF_D0662_HDAC1_5p0
JCP2022_RND0161,MAPK1,compound,0.5,0.104,0.401,4,0.497,-2.028,PLATE_016,PROF_D0161_MAPK1_0p5
JCP2022_RND0748,MTOR,compound,0.5,0.609,0.445,4,0.46,-0.386,PLATE_017,PROF_D0748_MTOR_0p5
JCP2022_RND0100,UQCRC1,compound,0.5,0.338,0.346,5,0.724,0.135,PLATE_019,PROF_D0100_UQCRC1_0p5
JCP2022_RND0379,MTOR,compound,0.5,0.516,0.421,8,0.598,2.229,PLATE_004,PROF_D0379_MTOR_0p5
JCP2022_RND0635,UQCRC1,compound,0.5,0.68,0.381,7,0.611,-2.184,PLATE_014,PROF_D0635_UQCRC1_0p5
JCP2022_RND0899,TP53,compound,0.5,0.4,0.549,8,0.651,-0.433,PLATE_003,PROF_D0899_TP53_0p5
JCP2022_RND0047,NDUFS2,compound,0.5,0.178,0.257,7,0.67,2.362,PLATE_009,PROF_D0047_NDUFS2_0p5
JCP2022_RND0235,ATP5F1A,compound,5.0,0.095,0.413,8,0.774,1.793,PLATE_015,PROF_D0235_ATP5F1A_5p0
JCP2022_RND0555,MAPK1,compound,5.0,0.663,0.202,6,0.352,-0.266,PLATE_014,PROF_D0555_MAPK1_5p0
JCP2022_RND0445,NDUFA9,compound,0.5,0.643,0.426,8,0.764,-0.346,PLATE_003,PROF_D0445_NDUFA9_0p5
JCP2022_RND0871,MTOR,compound,5.0,0.205,0.414,4,0.686,0.897,PLATE_015,PROF_D0871_MTOR_5p0
JCP2022_RND0454,NDUFS2,compound,5.0,0.54,0.252,5,0.48,-1.866,PLATE_009,PROF_D0454_NDUFS2_5p0
JCP2022_RND0004,TOMM20,compound,0.5,0.394,0.346,4,0.376,-0.227,PLATE_016,PROF_D0004_TOMM20_0p5
JCP2022_RND0446,TOMM20,compound,5.0,0.092,0.583,7,0.459,-1.234,PLATE_013,PROF_D0446_TOMM20_5p0
JCP2022_RND0403,MAPK1,compound,0.5,0.57,0.355,4,0.622,-1.265,PLATE_012,PROF_D0403_MAPK1_0p5
JCP2022_RND0059,NDUFS2,compound,0.5,0.153,0.093,8,0.874,1.294,PLATE_015,PROF_D0059_NDUFS2_0p5
JCP2022_RND0746,TP53,compound,5.0,0.642,0.293,7,0.618,-0.396,PLATE_008,PROF_D0746_TP53_5p0
JCP2022_RND0374,NDUFS2,compound,0.5,0.195,0.428,4,0.734,-2.002,PLATE_017,PROF_D0374_NDUFS2_0p5
JCP2022_RND0238,BRD4,compound,0.5,0.508,0.47,4,0.516,-1.693,PLATE_003,PROF_D0238_BRD4_0p5
JCP2022_RND0790,NDUFA9,compound,0.5,0.525,0.21,7,0.737,-2.004,PLATE_001,PROF_D0790_NDUFA9_0p5
JCP2022_RND0884,HDAC1,compound,0.5,0.676,0.126,6,0.787,-0.021,PLATE_004,PROF_D0884_HDAC1_0p5
JCP2022_RND0461,MTOR,compound,5.0,0.534,0.359,4,0.532,0.609,PLATE_011,PROF_D0461_MTOR_5p0
JCP2022_RND0489,NDUFS2,compound,5.0,0.25,0.291,8,0.374,2.341,PLATE_023,PROF_D0489_NDUFS2_5p0
JCP2022_RND0550,MTOR,compound,0.5,0.629,0.178,6,0.869,0.567,PLATE_008,PROF_D0550_MTOR_0p5
JCP2022_RND0683,MAPK1,compound,0.5,0.573,0.529,5,0.665,0.87,PLATE_012,PROF_D0683_MAPK1_0p5
JCP2022_RND0662,TOMM20,compound,5.0,0.692,0.215,8,0.367,-0.424,PLATE_013,PROF_D0662_TOMM20_5p0
JCP2022_RND0858,MTOR,compound,0.5,0.262,0.534,8,0.769,0.365,PLATE_006,PROF_D0858_MTOR_0p5
JCP2022_RND0496,NDUFA9,compound,0.5,0.534,0.414,5,0.507,0.461,PLATE_015,PROF_D0496_NDUFA9_0p5
JCP2022_RND0793,ATP5F1A,compound,5.0,0.151,0.435,7,0.89,0.825,PLATE_006,PROF_D0793_ATP5F1A_5p0
JCP2022_RND0182,TP53,compound,0.5,0.609,0.246,4,0.715,-1.75,PLATE_019,PROF_D0182_TP53_0p5
JCP2022_RND0056,TP53,compound,0.5,0.617,0.595,4,0.779,1.865,PLATE_007,PROF_D0056_TP53_0p5
JCP2022_RND0177,PIK3CA,compound,5.0,0.704,0.152,7,0.68,0.619,PLATE_009,PROF_D0177_PIK3CA_5p0
JCP2022_RND0331,TOMM20,compound,5.0,0.632,0.378,6,0.574,-2.038,PLATE_011,PROF_D0331_TOMM20_5p0
JCP2022_RND0630,NDUFS2,compound,5.0,0.407,0.406,7,0.446,-1.629,PLATE_020,PROF_D0630_NDUFS2_5p0
JCP2022_RND0264,TOMM20,compound,0.5,0.088,0.457,7,0.644,-0.603,PLATE_015,PROF_D0264_TOMM20_0p5
JCP2022_RND0166,TOMM20,compound,0.5,0.446,0.653,5,0.487,-0.134,PLATE_024,PROF_D0166_TOMM20_0p5
JCP2022_RND0598,TOMM20,compound,5.0,0.098,0.552,6,0.418,0.34,PLATE_020,PROF_D0598_TOMM20_5p0
JCP2022_RND0732,PIK3CA,compound,5.0,0.512,0.457,6,0.753,-1.315,PLATE_021,PROF_D0732_PIK3CA_5p0
JCP2022_RND0412,NDUFS2,compound,0.5,0.089,0.652,8,0.894,-0.178,PLATE_024,PROF_D0412_NDUFS2_0p5
JCP2022_RND0200,UQCRC1,compound,0.5,0.439,0.601,4,0.428,-0.816,PLATE_017,PROF_D0200_UQCRC1_0p5
JCP2022_RND0792,BCL2,compound,0.5,0.291,0.637,6,0.352,-2.235,PLATE_023,PROF_D0792_BCL2_0p5
JCP2022_RND0713,TOMM20,compound,0.5,0.107,0.439,5,0.637,-1.63,PLATE_008,PROF_D0713_TOMM20_0p5
JCP2022_RND0303,NDUFA9,compound,5.0,0.119,0.094,6,0.744,-0.616,PLATE_020,PROF_D0303_NDUFA9_5p0
JCP2022_RND0281,MTOR,compound,0.5,0.449,0.578,6,0.515,-1.291,PLATE_010,PROF_D0281_MTOR_0p5
JCP2022_RND0771,HDAC1,compound,5.0,0.386,0.489,5,0.492,-0.063,PLATE_003,PROF_D0771_HDAC1_5p0
JCP2022_RND0551,BRD4,compound,5.0,0.665,0.658,5,0.884,0.108,PLATE_010,PROF_D0551_BRD4_5p0
JCP2022_RND0247,NDUFS2,compound,5.0,0.435,0.302,4,0.45,0.522,PLATE_001,PROF_D0247_NDUFS2_5p0
JCP2022_RND0620,ATP5F1A,compound,5.0,0.603,0.335,4,0.797,2.007,PLATE_014,PROF_D0620_ATP5F1A_5p0
JCP2022_RND0094,MAPK1,compound,5.0,0.522,0.506,7,0.442,-1.681,PLATE_019,PROF_D0094_MAPK1_5p0
JCP2022_RND0479,MTOR,compound,5.0,0.448,0.396,6,0.693,0.047,PLATE_011,PROF_D0479_MTOR_5p0
JCP2022_RND0524,UQCRC1,compound,5.0,0.418,0.551,7,0.416,1.707,PLATE_019,PROF_D0524_UQCRC1_5p0
JCP2022_RND0627,ATP5F1A,compound,0.5,0.622,0.146,4,0.796,0.481,PLATE_003,PROF_D0627_ATP5F1A_0p5
JCP2022_RND0504,NDUFA9,compound,5.0,0.227,0.515,4,0.718,1.69,PLATE_022,PROF_D0504_NDUFA9_5p0
JCP2022_RND0383,MTOR,compound,5.0,0.415,0.353,8,0.5,-0.593,PLATE_002,PROF_D0383_MTOR_5p0
JCP2022_RND0651,MAPK1,compound,0.5,0.707,0.608,4,0.74,1.903,PLATE_007,PROF_D0651_MAPK1_0p5
JCP2022_RND0869,BRD4,compound,0.5,0.595,0.408,5,0.808,0.592,PLATE_023,PROF_D0869_BRD4_0p5
JCP2022_RND0546,MTOR,compound,0.5,0.563,0.525,5,0.485,-1.693,PLATE_007,PROF_D0546_MTOR_0p5
JCP2022_RND0789,NDUFS2,compound,0.5,0.629,0.052,4,0.6,1.39,PLATE_024,PROF_D0789_NDUFS2_0p5
JCP2022_RND0754,TOMM20,compound,5.0,0.396,0.633,4,0.714,1.453,PLATE_018,PROF_D0754_TOMM20_5p0
JCP2022_RND0487,HDAC1,compound,0.5,0.402,0.053,4,0.692,2.095,PLATE_012,PROF_D0487_HDAC1_0p5
JCP2022_RND0007,BCL2,compound,0.5,0.278,0.238,8,0.703,-0.883,PLATE_013,PROF_D0007_BCL2_0p5
JCP2022_RND0348,NDUFS2,compound,5.0,0.305,0.234,5,0.592,-1.382,PLATE_008,PROF_D0348_NDUFS2_5p0
JCP2022_RND0398,HDAC1,compound,5.0,0.232,0.385,8,0.8,2.282,PLATE_011,PROF_D0398_HDAC1_5p0
JCP2022_RND0843,TP53,compound,5.0,0.536,0.544,4,0.694,-0.72,PLATE_001,PROF_D0843_TP53_5p0
JCP2022_RND0369,TP53,compound,5.0,0.358,0.609,6,0.476,-0.817,PLATE_019,PROF_D0369_TP53_5p0
JCP2022_RND0458,TP53,compound,5.0,0.509,0.19,4,0.756,-1.185,PLATE_004,PROF_D0458_TP53_5p0
JCP2022_RND0766,MTOR,compound,5.0,0.337,0.236,4,0.378,-1.854,PLATE_023,PROF_D0766_MTOR_5p0
JCP2022_RND0591,MTOR,compound,0.5,0.417,0.64,7,0.728,0.425,PLATE_019,PROF_D0591_MTOR_0p5
JCP2022_RND0312,ATP5F1A,compound,0.5,0.437,0.422,4,0.399,-0.811,PLATE_024,PROF_D0312_ATP5F1A_0p5
JCP2022_RND0826,MTOR,compound,0.5,0.12,0.432,6,0.544,1.999,PLATE_011,PROF_D0826_MTOR_0p5
JCP2022_RND0889,NDUFS2,compound,0.5,0.331,0.528,5,0.708,-1.349,PLATE_019,PROF_D0889_NDUFS2_0p5
JCP2022_RND0688,ATP5F1A,compound,5.0,0.122,0.648,7,0.512,0.01,PLATE_019,PROF_D0688_ATP5F1A_5p0
JCP2022_RND0394,TOMM20,compound,0.5,0.509,0.188,8,0.722,-2.37,PLATE_018,PROF_D0394_TOMM20_0p5
JCP2022_RND0572,BCL2,compound,0.5,0.583,0.442,7,0.48,-1.451,PLATE_024,PROF_D0572_BCL2_0p5
JCP2022_RND0144,NDUFS2,compound,5.0,0.172,0.23,6,0.496,2.386,PLATE_002,PROF_D0144_NDUFS2_5p0
JCP2022_RND0370,NDUFA9,compound,0.5,0.24,0.251,6,0.741,0.818,PLATE_007,PROF_D0370_NDUFA9_0p5
JCP2022_RND0283,TP53,compound,5.0,0.457,0.64,4,0.477,-0.643,PLATE_006,PROF_D0283_TP53_5p0
JCP2022_RND0858,PIK3CA,compound,5.0,0.422,0.038,6,0.454,-1.5,PLATE_006,PROF_D0858_PIK3CA_5p0
JCP2022_RND0863,UQCRC1,compound,0.5,0.471,0.508,8,0.761,1.82,PLATE_016,PROF_D0863_UQCRC1_0p5
JCP2022_RND0647,ATP5F1A,compound,0.5,0.738,0.567,7,0.483,-0.301,PLATE_009,PROF_D0647_ATP5F1A_0p5
JCP2022_RND0277,NDUFA9,compound,0.5,0.111,0.38,8,0.72,-0.278,PLATE_002,PROF_D0277_NDUFA9_0p5
JCP2022_RND0358,TOMM20,compound,5.0,0.084,0.295,5,0.536,2.329,PLATE_002,PROF_D0358_TOMM20_5p0
JCP2022_RND0533,TOMM20,compound,5.0,0.167,0.106,8,0.457,-1.85,PLATE_010,PROF_D0533_TOMM20_5p0
JCP2022_RND0147,BCL2,compound,5.0,0.714,0.219,4,0.53,-1.664,PLATE_012,PROF_D0147_BCL2_5p0
JCP2022_RND0108,ATP5F1A,compound,5.0,0.694,0.344,7,0.818,0.009,PLATE_022,PROF_D0108_ATP5F1A_5p0
JCP2022_RND0810,ATP5F1A,compound,5.0,0.677,0.536,5,0.803,0.033,PLATE_012,PROF_D0810_ATP5F1A_5p0
JCP2022_RND0423,BCL2,compound,0.5,0.378,0.249,8,0.75,-0.667,PLATE_003,PROF_D0423_BCL2_0p5
JCP2022_RND0613,MAPK1,compound,5.0,0.304,0.576,4,0.685,0.558,PLATE_016,PROF_D0613_MAPK1_5p0
JCP2022_RND0265,UQCRC1,compound,0.5,0.246,0.196,4,0.798,-1.863,PLATE_008,PROF_D0265_UQCRC1_0p5
JCP2022_RND0520,NDUFA9,compound,0.5,0.106,0.195,4,0.739,2.242,PLATE_013,PROF_D0520_NDUFA9_0p5
JCP2022_RND0258,BCL2,compound,5.0,0.185,0.085,5,0.885,0.859,PLATE_003,PROF_D0258_BCL2_5p0
JCP2022_RND0544,TOMM20,compound,0.5,0.499,0.626,6,0.877,-1.836,PLATE_016,PROF_D0544_TOMM20_0p5
JCP2022_RND0243,NDUFA9,compound,5.0,0.615,0.284,6,0.634,-1.479,PLATE_007,PROF_D0243_NDUFA9_5p0
JCP2022_RND0158,TOMM20,compound,0.5,0.112,0.429,8,0.619,0.196,PLATE_020,PROF_D0158_TOMM20_0p5
JCP2022_RND0047,MAPK1,compound,0.5,0.719,0.137,4,0.431,0.031,PLATE_009,PROF_D0047_MAPK1_0p5
JCP2022_RND0221,MAPK1,compound,5.0,0.452,0.413,5,0.829,0.347,PLATE_019,PROF_D0221_MAPK1_5p0
JCP2022_RND0462,TP53,compound,0.5,0.504,0.153,6,0.798,1.7,PLATE_013,PROF_D0462_TP53_0p5
JCP2022_RND0556,HDAC1,compound,5.0,0.428,0.249,8,0.728,0.318,PLATE_010,PROF_D0556_HDAC1_5p0
JCP2022_RND0096,TOMM20,compound,5.0,0.132,0.427,4,0.648,-2.191,PLATE_015,PROF_D0096_TOMM20_5p0
JCP2022_RND0175,TP53,compound,5.0,0.734,0.225,4,0.89,1.504,PLATE_016,PROF_D0175_TP53_5p0
JCP2022_RND0267,HDAC1,compound,5.0,0.136,0.138,4,0.638,0.336,PLATE_020,PROF_D0267_HDAC1_5p0
JCP2022_RND0063,UQCRC1,compound,5.0,0.309,0.371,4,0.593,1.553,PLATE_010,PROF_D0063_UQCRC1_5p0
JCP2022_RND0711,TP53,compound,5.0,0.729,0.264,6,0.838,0.239,PLATE_017,PROF_D0711_TP53_5p0
JCP2022_RND0197,BRD4,compound,0.5,0.671,0.059,5,0.384,-0.284,PLATE_005,PROF_D0197_BRD4_0p5
JCP2022_RND0551,MAPK1,compound,0.5,0.1,0.536,7,0.795,0.554,PLATE_010,PROF_D0551_MAPK1_0p5
JCP2022_RND0296,TOMM20,compound,5.0,0.216,0.632,7,0.386,0.908,PLATE_010,PROF_D0296_TOMM20_5p0
JCP2022_RND0787,HDAC1,compound,5.0,0.093,0.287,8,0.844,0.427,PLATE_015,PROF_D0787_HDAC1_5p0
JCP2022_RND0388,UQCRC1,compound,0.5,0.645,0.354,7,0.761,0.91,PLATE_015,PROF_D0388_UQCRC1_0p5
JCP2022_RND0694,MTOR,compound,5.0,0.523,0.431,4,0.809,-1.217,PLATE_014,PROF_D0694_MTOR_5p0
JCP2022_RND0827,NDUFS2,compound,5.0,0.724,0.546,7,0.395,1.841,PLATE_004,PROF_D0827_NDUFS2_5p0
JCP2022_RND0445,TP53,compound,5.0,0.113,0.445,4,0.618,0.573,PLATE_003,PROF_D0445_TP53_5p0
JCP2022_RND0099,TOMM20,compound,0.5,0.5,0.203,7,0.44,-1.291,PLATE_016,PROF_D0099_TOMM20_0p5
JCP2022_RND0353,MTOR,compound,0.5,0.405,0.366,5,0.353,-0.041,PLATE_004,PROF_D0353_MTOR_0p5
JCP2022_RND0811,UQCRC1,compound,5.0,0.483,0.056,8,0.564,-0.007,PLATE_024,PROF_D0811_UQCRC1_5p0
JCP2022_RND0628,PIK3CA,compound,5.0,0.484,0.624,6,0.694,1.437,PLATE_012,PROF_D0628_PIK3CA_5p0
JCP2022_RND0615,HDAC1,compound,5.0,0.613,0.402,7,0.424,-1.959,PLATE_017,PROF_D0615_HDAC1_5p0
JCP2022_RND0422,MAPK1,compound,5.0,0.162,0.167,4,0.872,-2.03,PLATE_001,PROF_D0422_MAPK1_5p0
JCP2022_RND0510,BCL2,compound,5.0,0.388,0.288,8,0.74,1.043,PLATE_014,PROF_D0510_BCL2_5p0
JCP2022_RND0168,MAPK1,compound,0.5,0.739,0.649,8,0.881,-1.659,PLATE_018,PROF_D0168_MAPK1_0p5
JCP2022_RND0325,NDUFA9,compound,0.5,0.649,0.498,7,0.493,-1.075,PLATE_017,PROF_D0325_NDUFA9_0p5
JCP2022_RND0770,MTOR,compound,5.0,0.602,0.564,4,0.873,0.961,PLATE_015,PROF_D0770_MTOR_5p0
JCP2022_RND0144,NDUFA9,compound,0.5,0.345,0.288,7,0.544,-0.572,PLATE_002,PROF_D0144_NDUFA9_0p5
JCP2022_RND0801,PIK3CA,compound,0.5,0.277,0.27,6,0.379,-1.05,PLATE_021,PROF_D0801_PIK3CA_0p5
JCP2022_RND0518,BCL2,compound,5.0,0.572,0.358,8,0.508,1.823,PLATE_011,PROF_D0518_BCL2_5p0
JCP2022_RND0528,NDUFA9,compound,5.0,0.591,0.211,7,0.581,1.865,PLATE_012,PROF_D0528_NDUFA9_5p0
JCP2022_RND0151,BRD4,compound,0.5,0.416,0.647,7,0.665,-1.717,PLATE_004,PROF_D0151_BRD4_0p5
JCP2022_RND0156,NDUFS2,compound,5.0,0.727,0.597,7,0.526,-1.442,PLATE_010,PROF_D0156_NDUFS2_5p0
JCP2022_RND0415,MAPK1,compound,0.5,0.205,0.159,4,0.487,1.688,PLATE_013,PROF_D0415_MAPK1_0p5
JCP2022_RND0419,ATP5F1A,compound,5.0,0.635,0.552,8,0.573,-0.046,PLATE_018,PROF_D0419_ATP5F1A_5p0
JCP2022_RND0291,NDUFS2,compound,5.0,0.473,0.301,4,0.459,1.276,PLATE_010,PROF_D0291_NDUFS2_5p0
JCP2022_RND0483,HDAC1,compound,5.0,0.231,0.377,5,0.373,1.114,PLATE_022,PROF_D0483_HDAC1_5p0
JCP2022_RND0210,TOMM20,compound,0.5,0.601,0.356,8,0.585,-0.111,PLATE_022,PROF_D0210_TOMM20_0p5
JCP2022_RND0366,UQCRC1,compound,5.0,0.523,0.397,8,0.388,-1.983,PLATE_020,PROF_D0366_UQCRC1_5p0
JCP2022_RND0335,BRD4,compound,0.5,0.413,0.256,8,0.857,0.788,PLATE_009,PROF_D0335_BRD4_0p5
JCP2022_RND0049,TOMM20,compound,5.0,0.309,0.46,4,0.467,0.746,PLATE_010,PROF_D0049_TOMM20_5p0
JCP2022_RND0536,MTOR,compound,5.0,0.135,0.32,6,0.57,0.955,PLATE_008,PROF_D0536_MTOR_5p0
JCP2022_RND0533,NDUFA9,compound,5.0,0.412,0.526,7,0.852,-1.303,PLATE_010,PROF_D0533_NDUFA9_5p0
JCP2022_RND0758,BRD4,compound,5.0,0.469,0.104,8,0.545,1.037,PLATE_024,PROF_D0758_BRD4_5p0
JCP2022_RND0592,TP53,compound,5.0,0.613,0.366,7,0.538,-0.109,PLATE_001,PROF_D0592_TP53_5p0
JCP2022_RND0842,NDUFA9,compound,0.5,0.381,0.139,5,0.509,-0.733,PLATE_016,PROF_D0842_NDUFA9_0p5
JCP2022_RND0213,TP53,compound,0.5,0.531,0.318,7,0.865,-1.2,PLATE_009,PROF_D0213_TP53_0p5
JCP2022_RND0738,MTOR,compound,5.0,0.297,0.23,5,0.795,-2.208,PLATE_015,PROF_D0738_MTOR_5p0
JCP2022_RND0801,MTOR,compound,5.0,0.136,0.337,7,0.741,1.679,PLATE_021,PROF_D0801_MTOR_5p0
JCP2022_RND0701,MTOR,compound,0.5,0.488,0.085,4,0.507,-2.381,PLATE_005,PROF_D0701_MTOR_0p5
JCP2022_RND0771,HDAC1,compound,0.5,0.335,0.609,4,0.7,-0.516,PLATE_003,PROF_D0771_HDAC1_0p5
JCP2022_RND0692,PIK3CA,compound,0.5,0.413,0.466,6,0.696,-0.622,PLATE_015,PROF_D0692_PIK3CA_0p5
JCP2022_RND0862,MAPK1,compound,5.0,0.398,0.482,8,0.632,-1.767,PLATE_012,PROF_D0862_MAPK1_5p0
JCP2022_RND0656,NDUFS2,compound,5.0,0.287,0.255,8,0.593,-1.055,PLATE_017,PROF_D0656_NDUFS2_5p0
JCP2022_RND0162,MTOR,compound,5.0,0.369,0.29,8,0.811,-0.01,PLATE_007,PROF_D0162_MTOR_5p0
JCP2022_RND0509,PIK3CA,compound,0.5,0.702,0.489,6,0.769,1.072,PLATE_013,PROF_D0509_PIK3CA_0p5
JCP2022_RND0328,MTOR,compound,0.5,0.232,0.076,4,0.629,-2.197,PLATE_008,PROF_D0328_MTOR_0p5
JCP2022_RND0891,MAPK1,compound,0.5,0.492,0.587,4,0.745,2.238,PLATE_001,PROF_D0891_MAPK1_0p5
JCP2022_RND0869,PIK3CA,compound,0.5,0.48,0.156,4,0.431,0.36,PLATE_023,PROF_D0869_PIK3CA_0p5
JCP2022_RND0700,NDUFS2,compound,0.5,0.302,0.415,8,0.408,0.019,PLATE_008,PROF_D0700_NDUFS2_0p5
JCP2022_RND0042,TOMM20,compound,5.0,0.388,0.547,8,0.676,1.156,PLATE_014,PROF_D0042_TOMM20_5p0
JCP2022_RND0824,MTOR,compound,0.5,0.5,0.404,5,0.452,-0.283,PLATE_015,PROF_D0824_MTOR_0p5
JCP2022_RND0063,MAPK1,compound,0.5,0.261,0.557,5,0.616,2.151,PLATE_010,PROF_D0063_MAPK1_0p5
JCP2022_RND0263,ATP5F1A,compound,0.5,0.329,0.546,4,0.632,-2.352,PLATE_011,PROF_D0263_ATP5F1A_0p5
JCP2022_RND0071,NDUFS2,compound,0.5,0.566,0.201,5,0.688,-0.55,PLATE_013,PROF_D0071_NDUFS2_0p5
JCP2022_RND0275,ATP5F1A,compound,5.0,0.156,0.183,4,0.896,0.63,PLATE_001,PROF_D0275_ATP5F1A_5p0
JCP2022_RND0061,HDAC1,compound,0.5,0.35,0.617,6,0.718,0.786,PLATE_014,PROF_D0061_HDAC1_0p5
JCP2022_RND0174,BRD4,compound,0.5,0.173,0.308,6,0.786,1.771,PLATE_015,PROF_D0174_BRD4_0p5
JCP2022_RND0594,BRD4,compound,5.0,0.087,0.24,7,0.483,-2.21,PLATE_020,PROF_D0594_BRD4_5p0
JCP2022_RND0053,TOMM20,compound,0.5,0.696,0.599,4,0.766,0.381,PLATE_020,PROF_D0053_TOMM20_0p5
JCP2022_RND0029,NDUFA9,compound,5.0,0.667,0.053,5,0.611,-0.698,PLATE_016,PROF_D0029_NDUFA9_5p0
JCP2022_RND0681,BCL2,compound,5.0,0.155,0.421,4,0.761,-1.307,PLATE_006,PROF_D0681_BCL2_5p0
JCP2022_RND0384,PIK3CA,compound,0.5,0.575,0.235,8,0.877,1.245,PLATE_021,PROF_D0384_PIK3CA_0p5
JCP2022_RND0137,MAPK1,compound,5.0,0.3,0.472,5,0.428,0.917,PLATE_024,PROF_D0137_MAPK1_5p0
JCP2022_RND0202,HDAC1,compound,5.0,0.583,0.488,7,0.79,2.226,PLATE_014,PROF_D0202_HDAC1_5p0
JCP2022_RND0151,NDUFA9,compound,0.5,0.345,0.583,6,0.698,-1.173,PLATE_004,PROF_D0151_NDUFA9_0p5
JCP2022_RND0633,BCL2,compound,0.5,0.395,0.316,7,0.454,-1.274,PLATE_023,PROF_D0633_BCL2_0p5
JCP2022_RND0784,PIK3CA,compound,5.0,0.378,0.169,8,0.502,2.033,PLATE_013,PROF_D0784_PIK3CA_5p0
